제목,리뷰,평점
어벤져스: 엔드게임,그냥 봐라 애들아. 이말만할게 더이상 말이 필요없음 . 말그대로. ,10
어벤져스: 엔드게임,Whatever it takes ,10
어벤져스: 엔드게임,모두가 행복할 순 없었나.. ,10
어벤져스: 인피니티 워,"영상미,그래픽은 좋음.중간 중간 삼류영화에 나올 것 같은 시나리오가 영화를 망침. ",6
어벤져스: 엔드게임,역시어벤져스네요 마지막이라는게잍기지않네요 ,10
어벤져스: 엔드게임,토니스파크 안녕 ... ,10
어벤져스: 엔드게임,완전 재밌었어요 ㅎㅎ!! ,10
어벤져스: 엔드게임,"쥐가 리얼 히어로 쥐없으면 영화없음 ,,,, ",8
어벤져스: 엔드게임,굿 ㅠㅠ한번 더보러 갑니당 ,10
어벤져스: 엔드게임,굿 ㅠㅠ한번 더보러 갑니당 ,10
어벤져스: 엔드게임,잘가요 어벤져스. 다시 볼  수 있으면 좋겠어요. ,10
어벤져스: 엔드게임,"Whatever you imagine,it transcends it ",10
어벤져스: 엔드게임,3시간이 짧게 느껴진다. 최고 ,10
어벤져스: 엔드게임,"사랑해요 아연맨,,ㅠㅜ 비와서 그런지 더 여운이 긴듯 ",10
어벤져스: 엔드게임,"3시간 중 그루트는 딱 한마디...""아임.. 그루트"" ",10
어벤져스: 엔드게임,고마웠어요. 마블...그리고 로다주 ,8
어벤져스: 엔드게임,내 인생의 11년을 함께한 영화 ,10
이스케이프 룸,글쎄 그럭저럭 그닥 안봐도될 영화 ,6
어벤져스: 엔드게임,아메리칸 엉덩이! 최고 ,10
어벤져스: 엔드게임,"캡틴페미를 패싱하다보니 보기전에 우려를 했는데 페미의 역할이 그닥  없어서 다행아닌 다행. 아이언맨, 캡아. 그동안 수고했어요. 초반에 좀 지루한 면이 있었지만 대장정의 마무리를 볼수있어 행복했습니다. ",9
어벤져스: 엔드게임,개뀰쟘 깔끔스꼭보샘요 ,10
아쿠아맨,고전적인 히어로물. 엠버허드 이쁘다 ,5
어벤져스: 엔드게임,조금 지루하고 난해하지만 재미있습니다. ,8
어벤져스: 엔드게임,내 인생의 처음으로 평점을 매기게 하는 영화 ,10
어벤져스: 엔드게임,그냥 말도 안나옴 별이 최소 10개다 최소 ,10
어벤져스: 엔드게임,엄청 재밌었어요 강추 드립니다 ,10
어벤져스: 엔드게임,말이 않나옵니다.  않본 사람은 있지만 한번만   본사람은 없을것 같네요. ,10
어벤져스: 엔드게임,소름돋고 기쁘면서 슬픈 마무리였다. ,10
어벤져스: 엔드게임,나타샤랑 호크아이 장면. 나는 아이언맨이다 장면 개슬펐고ㅠㅠ 스토리 너무깔끔하게 잘이어나가고 은퇴도 잘시켰네 ㅋㅋ ,10
어벤져스: 엔드게임,뭐 취향 차이인가;; 나는 딱히 눈알 붙잡고 엉엉 끄윽끄윽 울었음. ,10
어벤져스: 엔드게임,마블영화는 날 배신하지 않는구나 ,10
캡틴 마블,갓마블 캡마는 최강이다. ,10
어벤져스: 엔드게임,아이언맨 너어... 내맘을 망치로 뿌셔벌임.. ,10
어벤져스: 엔드게임,아이언맨 개멋짐 ㅠㅠㅠ ,10
어벤져스: 엔드게임,사랑 합니다 마블 캡틴 버키 ,10
어벤져스: 엔드게임,어벤져스 아디오스! 행복했습니다 ,8
어벤져스: 엔드게임,진짜 쩐다 총 관객수 100UBD 충분히 찍겠다 ,10
어벤져스: 엔드게임,영화 보고 나온뒤 현재 느낌 = 오래된 친구와 오랜만에 만나서 엄청 재미있게 놀고 헤어졌을때 드는 느낌. “너무 재미있게 잘놀았는데 그렇게 놀고 나니 이제 허전하다.” ,10
어벤져스: 엔드게임,재미를 초월해서 여운 긴 인생영화다 ㅂㄷㅂㄷ ,10
어벤져스: 엔드게임,"thanks, boss!! ",10
어벤져스: 엔드게임,존잼짱잼개잼완전잼아요 ,10
어벤져스: 엔드게임,그동안 수고했어요. 뭔가 기다리고 있다는 거 자체가 기쁨이자 행복이었어요ㅜㅠ ,10
기억의 밤,여기저기 엉성하네요 말도 안되는 장면도 많고요 ,7
어벤져스: 엔드게임,난 너무 슬프다..ㅜㅜ ,10
어벤져스: 엔드게임,꿀잼이다. 역대급이다 ,10
어벤져스: 엔드게임,종합선물세트같은 영화. 띵작이니까 꼭 보세요 ,10
어벤져스: 엔드게임,Am I? Iron man. ,10
어벤져스: 엔드게임,너무 재밌어서 눈물날뻔 ,10
어벤져스: 엔드게임,평론가 쉐리들... 평점 어케 줄지 궁금하군... ,10
어벤져스: 엔드게임,마블이 영화는진짜 잘만든다. ,10
어벤져스: 엔드게임,이것이야말로 진짜 영화다. ,10
어벤져스: 엔드게임,지금까지 이런 영화는 없었다히어로영화인가 감동영화인가 ,10
어벤져스: 엔드게임,재미는 있는데 밤에 보는 게 좋음 저녁에는 초딩 많다 ,10
어벤져스: 엔드게임,앤드게임 답습니다!! 시간가는준 모르고 봤네요. ,10
어벤져스: 엔드게임,아이엠 아이언맨너무 소름돋고 멋있습니다.그리고 아이언맨이 아버지를 만난 장면도 좋았고 캡틴아메리카도 옛사랑과 잘 지내고 늙어서 좋네요다 마무리 잘된거같아서 좋네요 ㅎㅎ ,10
어벤져스: 엔드게임,마블의 10년이 이영화에 대부분 나옴 ㅎㅎ ,10
어벤져스: 엔드게임,매우좋고재밌었음ㅋㅋ ,10
어벤져스: 엔드게임,개재밋어요 오줌마려운거빼고 ,10
어벤져스: 엔드게임,인생 최고로 뽑힐만 합니다.. ,10
어벤져스: 엔드게임,브루스윌리스 가 귀신이다 !!!! ,9
어벤져스: 엔드게임,내 10대와 20대를 책임진 마블에게 경의를 표합니다. ,10
어벤져스: 엔드게임,이런 영화를 만들어주신 마블 정말 감사합니다 11년동안 정말 즐거웠고 설레고 행복했습니다 마지막에 정말 눈물나오네요ㅜㅜ ,10
어벤져스: 엔드게임,재밌습니다.하와와. ,10
어벤져스: 엔드게임,I love you 3000 다른 말로 표현할 수 없네요.. 감사합니다 ,10
어벤져스: 엔드게임,관객들을 인피니티 사가 영역으로 끌여들여 11년을 돌아보게 하고 미래로 나아가는 여정 ,10
어벤져스: 엔드게임,너무 재밌었습니다~~!! ,10
돈,올리버 스톤의 'Wall Street'와 'Margin Call'을 다시 보자 ,6
어벤져스: 엔드게임,스포는 자제해주세요. ,8
어벤져스: 엔드게임,그냥 그랬어요. 인피니티워가 더 재밋어요 ,8
어벤져스: 엔드게임,치즈버거... ㅠㅠ 아이언맨 고마웠어요 ,10
어벤져스: 엔드게임,캡마로 인해서 아이언맨 지구오는게 개연성있어진건데 뭔 캡마타령 솔직히 쥐새끼때문에 앤트맨 돌아온게 더 그렇지 ,10
어벤져스: 엔드게임,사랑합니다ㅠㅠㅠㅜ행복했어요 ,10
어벤져스: 엔드게임,둠 둠 두우 두우움 둠둠두우~ 이영화를 장식할수 있을 만한 영화임에 틀림 없었네요. ,10
어벤져스: 엔드게임,마블 영화 보고 오열함..진짜 대작 영화 ,10
스키타이: 불멸의 전사,다 좋은 데 영어로 대사하는 것이 아쉬움. ,6
8명의 여인들,학교 수업중 보여주신 짧은 영상 보고 재밌을거같아서 봤는데... 제가 부족해서 그런지 2시간의 꽁트 보는거 같았어요.. 오거스틴은 연기 너무 잘하고 수잔은 너무 이뻤어요... ,6
자전차왕 엄복동,두번다시 이딴식으로 영화 만들지말라고 10점 ,10
어벤져스: 엔드게임,역대급 전투신 최고 진짜 최고 ,10
어벤져스: 엔드게임,완벽하다....ㅠㅠㅠ ,10
어벤져스: 엔드게임,완전 스펙터클 끝장판 핵재미 ,9
어벤져스: 엔드게임,와.. 전투씬 씹레전드 ,10
어벤져스: 엔드게임,즐거웠습니다 어벤져스..ㅜ ,10
어벤져스: 엔드게임,로다주..잊지않을게요 ,10
어벤져스: 엔드게임,역시 마블입니다. 인피니티워 같은 전율이 있지는않지만 옛날 추억 여행같기도 한 영화였습니다.다음 시리즈는 뭐가 나올까?? ,9
아이언맨,초1때 등장한 아이언맨... 그 시작은 위대했죠...고3이된 11년이 흐른 지금 당신을 떠나보냅니다.2008 4.30~ 2019.4.24 아엠 아이언맨..ㅜㅜㅠ ,10
어벤져스: 엔드게임,스타크수고했다ㅠㅠ.... ,10
돈,오 시간가는줄 모르고 봤음 집중잘되고 재밌네 쓸데없는 러브스토리에 얽메이지않은점이 가장좋았고 돈이라는 제목에 알맞고 지루하지않아서 좋았음ㅎㅎ 일년뒤에 티비에서 방영해줄때 무조건 또 보고싶은 영화 ,10
어벤져스: 엔드게임,재미는있으나 캡마는 왜나온건지... ,8
캡틴 마블,엔드 게임보고 안보길 잘했다는 댓글 남기러 왔다. 이런 벨런스 붕괴 사기 페미캐릭 나오니좋냐? ,1
어벤져스: 엔드게임,최고예요..정말로..ㅠ ,10
어벤져스: 엔드게임,10년짜리 적금탄 기분.... ,10
어벤져스: 엔드게임,지루합니다 왜기대가 너무 컸나요 ,2
어벤져스: 엔드게임,와 최고다 내가 본 영화중 최고의 최고의 영화다 ,10
인간 로켓티어,아이언맨 볼 때마다 생각나던 영화 드디어 찾았다 ,10
어벤져스: 엔드게임,10점 만점에 10점 어벤져스 3000만큼 사랑해 ,10
어벤져스: 엔드게임,아이엠 아이언맨... ,10
어벤져스: 엔드게임,액션이 좀 더 있었으면 더 좋았을듯재미는 있었음 ,10
어벤져스: 엔드게임,재밋엇는데 마실거 들고가지 마세여 ,10
어벤져스: 엔드게임,근 수OO 만이 보는 감동적인 영화 ,10
어벤져스: 엔드게임,캡틴 아메리카 원맨 씬도 진짜 멋있었음 ,10
어벤져스: 엔드게임,3000만큼 사랑해 어벤져스 ㅜㅠㅠ ,10
어벤져스: 엔드게임,마블 시리즈 안 좋아하는데 남자친구 성화에 같이 보러 갔다가 쫄깃하게 잘 보고 나왔어욬ㅋㅋㅋㅋ 이때까지 본 시리즈 중에 가장 잘 만든 듯다들 봐서 이걸로 수다떨고 싶당ㅋㅋㅋ ,10
어벤져스: 엔드게임,아이언맨 정말 감사합니다.... ,10
어벤져스: 엔드게임,앞으로 이런 영화가 안나올까봐 너무 두렵다 ,10
어벤져스: 엔드게임,아이언맨1부터 지금까지 마블의 모든 역사를 본거같아서 좋았어요 ,10
어벤져스: 엔드게임,여윽시아블 너무사랑합니다 ,10
"나는 내일, 어제의 너와 만난다",최근에 이렇게 울었던적이 있었을까 싶을 정도로 울었네..슬픔에..아쉬움에.. ,10
어벤져스: 엔드게임,평점 처음 남기는데 어벤져스 시리즈중에 단연 최고 ,10
어벤져스: 엔드게임,너무 재밋슺니다 어벤저스 짱짱맨 ,10
어벤져스: 엔드게임,마블을 좋아하는 마음♡♡♡ ,10
어벤져스: 엔드게임,와 .. 보면  알거야 얼마나 재미없는지  지루하다못해  짜증이나  왜만들었는지 평점 개뻥 ,2
어벤져스: 엔드게임,재밌었다 그러나 조금 아쉽다 ,9
어벤져스: 엔드게임,마블팬이라면 끝나고 지나온 과거를 되돌아보게되는.... 즐거웠습니다... ,10
우상,보면서. 한국영화인지. 중국영화인지. 모르겠다. 연변인지 하얼빈인지 조선족인지 말 못 알아 듣겠다. 자막을 한글로 준비해야 할 영화 같다. 제작비가 100억원 추정이라고 봤는데;;; ,4
어벤져스: 엔드게임,어벤져스의 지난 11년을 담았다 ,10
어벤져스: 엔드게임,3.000만큼 사랑한다하워드 포츠치즈소스ㅅㄱ재밋음 ,10
어벤져스: 엔드게임,2번바라3번바라4번바라 ,10
어벤져스: 엔드게임,초반과 후반이 지루하고 중간에 정신이 좀 드는 지루한 영화. 전작만 못한 느낌. 너도 나도 본다해서 아들과 봤지만 명량보고 나올 때랑 비슷한 느낌. ,6
어벤져스: 엔드게임,보고 너무 설레서 당일날 두번봤네요 ,10
어벤져스: 엔드게임,웃음과 감동 둘다 잡았다 나 웃다 울다 똥꼬에 털났겠다 ,10
어벤져스: 엔드게임,몇번울컥했는지 모르겠습니다 진짜 인생 역대 최고!! ,10
어벤져스: 엔드게임,먹먹하네요.. 여운이 많이 남음 ,10
어벤져스: 엔드게임,인생 최고의  영화입니다. ,10
어벤져스: 엔드게임,다음 마블영화 어쩌려고 전설을 찍어버리냐 ,10
밀정,"고문실에서 송강호의 연기는 내생의 최고의 연기였는데, 개인적으로 공유는 그 시대의 김우진이 아닌것같음. 뭔가 당장이라도 카누를 마실거같고 그냥 21세기 공유같아서 몰입도가 깨졌음. ",8
어벤져스: 엔드게임,"보고나면 가슴이 두근두근거리는 결말.놀랬고, 슬펐고, 따뜻해서. ",10
보헤미안 랩소디,공연이 주는 압도감이 좋늠 ,10
어벤져스: 엔드게임,뿌린 떡밥을 다 회수하지 못한 아쉬움. ,7
어벤져스: 엔드게임,치즈버거 먹으면서 보세요ㅠㅠ ,10
극한직업,쉴새없이 웃긴영화였다 ,10
어벤져스: 엔드게임,알바 댓글 이라고 생각했어요. 스포일러는 못하겠고진짜 대박이였습니다.뭉클 . 아 진짜. ㅠㅠ10점 이지요.이건 히어로 물이 아니였어요. ,10
어벤져스: 엔드게임,나의 아이언맨 ㅜㅜㅜㅜ 끝까지 멋졌다 ,10
어벤져스: 엔드게임,나의 아이언맨 ㅜㅜㅜㅜ 끝까지 멋졌다 ,10
어벤져스: 엔드게임,화장실 3시간 참다가 마지막에 지림.. ,10
어벤져스: 엔드게임,꼴랑 9000원으로 이런 명작을...아이언맨 떠난거 빼고 완벽했다 ,10
어벤져스: 엔드게임,최고였습니다~~~! ,10
어벤져스: 엔드게임,영화가 끝날까봐 두려웠던 모두 ,10
어벤져스: 엔드게임,마블이 10년간  나에게 준 선물의끌 ,10
어벤져스: 엔드게임,"엔드게임, 정말 최고였습니다. ",10
어벤져스: 엔드게임,억지스런 레벨링이 단점. 그래도 시간가는줄 모르고 다봄. ,8
어벤져스: 엔드게임,스토리가 탄탄해서 마음에 드네요 정말 어셈블하군요 ,10
어벤져스: 엔드게임,코믹이면 코믹 액션이면 액션 ,10
어벤져스: 엔드게임,약간 지루한것도 있지만 재미있었습니다 ,10
어벤져스: 엔드게임,내인생 최고의 히어로물 ,10
어벤져스: 엔드게임,처음과 끝을 중요하게 생각하는 마블인걸 알았다 ,8
어벤져스: 엔드게임,"초반이 조금 지루했습니다,시간여행, 타노스 전투신이 재미있었습니다. ",8
어벤져스: 엔드게임,avengers of avengers ,10
어벤져스: 엔드게임,반려토끼 염또끼와 엔드게임 ,10
어벤져스: 엔드게임,어벤져스 엔드게임 짱!! ,10
어벤져스: 엔드게임,토니는 영웅으로서 캡틴은 한 사람의 삶을 살다. 모두  3000만큼 사랑해ㅠㅠㅠ ,10
어벤져스: 엔드게임,역대급 그 이상 아이언맨 그자체 ,10
페이첵,머리좋은 남자는 늘~~ 매력적이네...    이런명작이 있었다니...굿~!! ,10
어벤져스: 엔드게임,"역대급 명작이다.., ",10
어벤져스: 엔드게임,3시간이 30분 처럼 느껴졌습니다. ,10
어벤져스: 엔드게임,지금까지 시리즈중에 제일 잼있었어요~~~ ,10
어벤져스: 엔드게임,3000만큼 잼있다 ,10
어벤져스: 엔드게임,3000 만큼 사랑합니다 마블 그리고 아이언맨 ,10
어벤져스: 엔드게임,안보신분은 꼭 보세요기대를 져버리지 않는 영화 ,10
어벤져스: 엔드게임,히어로들이 하나 둘 사라지는게 너무 슬프네요. 무한도전처럼 나의 20대를 함께한 어벤져스 영웅들인데... 돈으로 1초도 살 수 없다. / 감상평 : 마블 어벤져스여 영원하라~!!! 어벤져스 영화 모두 소장해야지 ㅠㅅㅠ ,10
트라이앵글,짜증나는영화입니다 난해한 ,4
어벤져스: 엔드게임,깨알같은 재미요소가 많아서 좋네요... ,8
어벤져스: 엔드게임,스포 당하고 봤는데 소름끼칩니다... ,10
어벤져스: 엔드게임,예술그자체! 소장각이네요 ,10
어벤져스: 엔드게임,타노스 자연인 섭외올듯 ,10
샤잠!,"아이들이 보고 와선 ""괜찮았어요~"" 라고 말하네요~^^ ",5
어벤져스: 엔드게임,보고 나서도 자꾸 생각남 ,10
어벤져스: 엔드게임,행복햇다3000점드려요 ,10
어벤져스: 엔드게임,매우재밌고도  슬프네요 완전 추천합니다 ,10
어벤져스: 엔드게임,아이언맨 ㅠㅠ 위아래로 싸버림 ,10
